relationship_id,source_entity,target_entity,relationship_type,evidence_id
R008398,P0210,P0437,TRANSFERRED_FUNDS,T02398
R008399,P0079,P0014,TRANSFERRED_FUNDS,T02399
R008400,P0487,P0339,TRANSFERRED_FUNDS,T02400
R008401,P0472,P0151,TRANSFERRED_FUNDS,T02401
R008402,P0359,P0081,TRANSFERRED_FUNDS,T02402
R008403,P0015,P0033,TRANSFERRED_FUNDS,T02403
R008404,P0411,P0200,TRANSFERRED_FUNDS,T02404
R008405,P0472,P0193,TRANSFERRED_FUNDS,T02405
R008406,P0069,P0052,TRANSFERRED_FUNDS,T02406
R008407,P0295,P0111,TRANSFERRED_FUNDS,T02407
R008408,P0373,P0369,TRANSFERRED_FUNDS,T02408
R008409,P0247,P0021,TRANSFERRED_FUNDS,T02409
R008410,P0046,P0424,TRANSFERRED_FUNDS,T02410
R008411,P0163,P0199,TRANSFERRED_FUNDS,T02411
R008412,P0143,P0052,TRANSFERRED_FUNDS,T02412
R008413,P0200,P0215,TRANSFERRED_FUNDS,T02413
R008414,P0235,P0396,TRANSFERRED_FUNDS,T02414
R008415,P0072,P0020,TRANSFERRED_FUNDS,T02415
R008416,P0268,P0353,TRANSFERRED_FUNDS,T02416
R008417,P0321,P0270,TRANSFERRED_FUNDS,T02417
R008418,P0292,P0217,TRANSFERRED_FUNDS,T02418
R008419,P0414,P0096,TRANSFERRED_FUNDS,T02419
R008420,P0370,P0447,TRANSFERRED_FUNDS,T02420
R008421,P0236,P0216,TRANSFERRED_FUNDS,T02421
R008422,P0365,P0469,TRANSFERRED_FUNDS,T02422
R008423,P0447,P0423,TRANSFERRED_FUNDS,T02423
R008424,P0431,P0265,TRANSFERRED_FUNDS,T02424
R008425,P0221,P0345,TRANSFERRED_FUNDS,T02425
R008426,P0420,P0130,TRANSFERRED_FUNDS,T02426
R008427,P0083,P0304,TRANSFERRED_FUNDS,T02427
R008428,P0112,P0067,TRANSFERRED_FUNDS,T02428
R008429,P0002,P0034,TRANSFERRED_FUNDS,T02429
R008430,P0279,P0290,TRANSFERRED_FUNDS,T02430
R008431,P0008,P0144,TRANSFERRED_FUNDS,T02431
R008432,P0251,P0478,TRANSFERRED_FUNDS,T02432
R008433,P0159,P0427,TRANSFERRED_FUNDS,T02433
R008434,P0022,P0449,TRANSFERRED_FUNDS,T02434
R008435,P0377,P0001,TRANSFERRED_FUNDS,T02435
R008436,P0231,P0281,TRANSFERRED_FUNDS,T02436
R008437,P0379,P0419,TRANSFERRED_FUNDS,T02437
R008438,P0313,P0029,TRANSFERRED_FUNDS,T02438
R008439,P0377,P0309,TRANSFERRED_FUNDS,T02439
R008440,P0099,P0203,TRANSFERRED_FUNDS,T02440
R008441,P0391,P0295,TRANSFERRED_FUNDS,T02441
R008442,P0394,P0268,TRANSFERRED_FUNDS,T02442
R008443,P0387,P0277,TRANSFERRED_FUNDS,T02443
R008444,P0210,P0301,TRANSFERRED_FUNDS,T02444
R008445,P0359,P0100,TRANSFERRED_FUNDS,T02445
R008446,P0495,P0244,TRANSFERRED_FUNDS,T02446
R008447,P0235,P0163,TRANSFERRED_FUNDS,T02447
R008448,P0367,P0473,TRANSFERRED_FUNDS,T02448
R008449,P0353,P0197,TRANSFERRED_FUNDS,T02449
R008450,P0363,P0277,TRANSFERRED_FUNDS,T02450
R008451,P0374,P0046,TRANSFERRED_FUNDS,T02451
R008452,P0071,P0133,TRANSFERRED_FUNDS,T02452
R008453,P0408,P0228,TRANSFERRED_FUNDS,T02453
R008454,P0020,P0406,TRANSFERRED_FUNDS,T02454
R008455,P0021,P0165,TRANSFERRED_FUNDS,T02455
R008456,P0152,P0432,TRANSFERRED_FUNDS,T02456
R008457,P0488,P0409,TRANSFERRED_FUNDS,T02457
R008458,P0492,P0303,TRANSFERRED_FUNDS,T02458
R008459,P0052,P0116,TRANSFERRED_FUNDS,T02459
R008460,P0270,P0237,TRANSFERRED_FUNDS,T02460
R008461,P0430,P0367,TRANSFERRED_FUNDS,T02461
R008462,P0012,P0052,TRANSFERRED_FUNDS,T02462
R008463,P0418,P0337,TRANSFERRED_FUNDS,T02463
R008464,P0455,P0383,TRANSFERRED_FUNDS,T02464
R008465,P0392,P0476,TRANSFERRED_FUNDS,T02465
R008466,P0150,P0200,TRANSFERRED_FUNDS,T02466
R008467,P0273,P0224,TRANSFERRED_FUNDS,T02467
R008468,P0431,P0226,TRANSFERRED_FUNDS,T02468
R008469,P0340,P0084,TRANSFERRED_FUNDS,T02469
R008470,P0025,P0257,TRANSFERRED_FUNDS,T02470
R008471,P0164,P0398,TRANSFERRED_FUNDS,T02471
R008472,P0336,P0257,TRANSFERRED_FUNDS,T02472
R008473,P0494,P0390,TRANSFERRED_FUNDS,T02473
R008474,P0500,P0383,TRANSFERRED_FUNDS,T02474
R008475,P0165,P0152,TRANSFERRED_FUNDS,T02475
R008476,P0053,P0250,TRANSFERRED_FUNDS,T02476
R008477,P0341,P0097,TRANSFERRED_FUNDS,T02477
R008478,P0290,P0478,TRANSFERRED_FUNDS,T02478
R008479,P0039,P0356,TRANSFERRED_FUNDS,T02479
R008480,P0215,P0035,TRANSFERRED_FUNDS,T02480
R008481,P0295,P0191,TRANSFERRED_FUNDS,T02481
R008482,P0111,P0366,TRANSFERRED_FUNDS,T02482
R008483,P0497,P0084,TRANSFERRED_FUNDS,T02483
R008484,P0204,P0069,TRANSFERRED_FUNDS,T02484
R008485,P0321,P0305,TRANSFERRED_FUNDS,T02485
R008486,P0014,P0178,TRANSFERRED_FUNDS,T02486
R008487,P0499,P0360,TRANSFERRED_FUNDS,T02487
R008488,P0013,P0412,TRANSFERRED_FUNDS,T02488
R008489,P0153,P0141,TRANSFERRED_FUNDS,T02489
R008490,P0436,P0432,TRANSFERRED_FUNDS,T02490
R008491,P0022,P0484,TRANSFERRED_FUNDS,T02491
R008492,P0459,P0081,TRANSFERRED_FUNDS,T02492
R008493,P0080,P0411,TRANSFERRED_FUNDS,T02493
R008494,P0059,P0231,TRANSFERRED_FUNDS,T02494
R008495,P0092,P0422,TRANSFERRED_FUNDS,T02495
R008496,P0012,P0165,TRANSFERRED_FUNDS,T02496
R008497,P0061,P0382,TRANSFERRED_FUNDS,T02497
R008498,P0363,P0201,TRANSFERRED_FUNDS,T02498
R008499,P0095,P0003,TRANSFERRED_FUNDS,T02499
R008500,P0143,P0266,TRANSFERRED_FUNDS,T02500
R008501,P0117,P0332,TRANSFERRED_FUNDS,T02501
R008502,P0216,P0252,TRANSFERRED_FUNDS,T02502
R008503,P0479,P0193,TRANSFERRED_FUNDS,T02503
R008504,P0167,P0105,TRANSFERRED_FUNDS,T02504
R008505,P0496,P0391,TRANSFERRED_FUNDS,T02505
R008506,P0080,P0215,TRANSFERRED_FUNDS,T02506
R008507,P0184,P0244,TRANSFERRED_FUNDS,T02507
R008508,P0272,P0174,TRANSFERRED_FUNDS,T02508
R008509,P0202,P0421,TRANSFERRED_FUNDS,T02509
R008510,P0398,P0357,TRANSFERRED_FUNDS,T02510
R008511,P0230,P0291,TRANSFERRED_FUNDS,T02511
R008512,P0276,P0349,TRANSFERRED_FUNDS,T02512
R008513,P0316,P0343,TRANSFERRED_FUNDS,T02513
R008514,P0178,P0074,TRANSFERRED_FUNDS,T02514
R008515,P0252,P0500,TRANSFERRED_FUNDS,T02515
R008516,P0045,P0282,TRANSFERRED_FUNDS,T02516
R008517,P0202,P0124,TRANSFERRED_FUNDS,T02517
R008518,P0141,P0146,TRANSFERRED_FUNDS,T02518
R008519,P0226,P0154,TRANSFERRED_FUNDS,T02519
R008520,P0300,P0229,TRANSFERRED_FUNDS,T02520
R008521,P0035,P0269,TRANSFERRED_FUNDS,T02521
R008522,P0255,P0250,TRANSFERRED_FUNDS,T02522
R008523,P0342,P0277,TRANSFERRED_FUNDS,T02523
R008524,P0366,P0401,TRANSFERRED_FUNDS,T02524
R008525,P0488,P0005,TRANSFERRED_FUNDS,T02525
R008526,P0016,P0341,TRANSFERRED_FUNDS,T02526
R008527,P0496,P0152,TRANSFERRED_FUNDS,T02527
R008528,P0422,P0036,TRANSFERRED_FUNDS,T02528
R008529,P0396,P0209,TRANSFERRED_FUNDS,T02529
R008530,P0370,P0208,TRANSFERRED_FUNDS,T02530
R008531,P0178,P0120,TRANSFERRED_FUNDS,T02531
R008532,P0151,P0457,TRANSFERRED_FUNDS,T02532
R008533,P0365,P0267,TRANSFERRED_FUNDS,T02533
R008534,P0257,P0329,TRANSFERRED_FUNDS,T02534
R008535,P0273,P0384,TRANSFERRED_FUNDS,T02535
R008536,P0219,P0162,TRANSFERRED_FUNDS,T02536
R008537,P0224,P0430,TRANSFERRED_FUNDS,T02537
R008538,P0402,P0404,TRANSFERRED_FUNDS,T02538
R008539,P0410,P0393,TRANSFERRED_FUNDS,T02539
R008540,P0315,P0213,TRANSFERRED_FUNDS,T02540
R008541,P0460,P0418,TRANSFERRED_FUNDS,T02541
R008542,P0444,P0085,TRANSFERRED_FUNDS,T02542
R008543,P0040,P0378,TRANSFERRED_FUNDS,T02543
R008544,P0490,P0462,TRANSFERRED_FUNDS,T02544
R008545,P0353,P0337,TRANSFERRED_FUNDS,T02545
R008546,P0288,P0232,TRANSFERRED_FUNDS,T02546
R008547,P0195,P0279,TRANSFERRED_FUNDS,T02547
R008548,P0482,P0418,TRANSFERRED_FUNDS,T02548
R008549,P0367,P0064,TRANSFERRED_FUNDS,T02549
R008550,P0042,P0257,TRANSFERRED_FUNDS,T02550
R008551,P0043,P0383,TRANSFERRED_FUNDS,T02551
R008552,P0027,P0017,TRANSFERRED_FUNDS,T02552
R008553,P0162,P0418,TRANSFERRED_FUNDS,T02553
R008554,P0351,P0249,TRANSFERRED_FUNDS,T02554
R008555,P0331,P0111,TRANSFERRED_FUNDS,T02555
R008556,P0118,P0453,TRANSFERRED_FUNDS,T02556
R008557,P0340,P0362,TRANSFERRED_FUNDS,T02557
R008558,P0124,P0213,TRANSFERRED_FUNDS,T02558
R008559,P0135,P0320,TRANSFERRED_FUNDS,T02559
R008560,P0263,P0329,TRANSFERRED_FUNDS,T02560
R008561,P0200,P0308,TRANSFERRED_FUNDS,T02561
R008562,P0296,P0401,TRANSFERRED_FUNDS,T02562
R008563,P0140,P0388,TRANSFERRED_FUNDS,T02563
R008564,P0243,P0055,TRANSFERRED_FUNDS,T02564
R008565,P0321,P0074,TRANSFERRED_FUNDS,T02565
R008566,P0435,P0313,TRANSFERRED_FUNDS,T02566
R008567,P0278,P0315,TRANSFERRED_FUNDS,T02567
R008568,P0195,P0205,TRANSFERRED_FUNDS,T02568
R008569,P0240,P0269,TRANSFERRED_FUNDS,T02569
R008570,P0076,P0473,TRANSFERRED_FUNDS,T02570
R008571,P0369,P0170,TRANSFERRED_FUNDS,T02571
R008572,P0138,P0389,TRANSFERRED_FUNDS,T02572
R008573,P0043,P0073,TRANSFERRED_FUNDS,T02573
R008574,P0352,P0476,TRANSFERRED_FUNDS,T02574
R008575,P0235,P0157,TRANSFERRED_FUNDS,T02575
R008576,P0424,P0023,TRANSFERRED_FUNDS,T02576
R008577,P0074,P0071,TRANSFERRED_FUNDS,T02577
R008578,P0175,P0336,TRANSFERRED_FUNDS,T02578
R008579,P0351,P0260,TRANSFERRED_FUNDS,T02579
R008580,P0197,P0261,TRANSFERRED_FUNDS,T02580
R008581,P0149,P0431,TRANSFERRED_FUNDS,T02581
R008582,P0343,P0170,TRANSFERRED_FUNDS,T02582
R008583,P0005,P0001,TRANSFERRED_FUNDS,T02583
R008584,P0191,P0040,TRANSFERRED_FUNDS,T02584
R008585,P0106,P0091,TRANSFERRED_FUNDS,T02585
R008586,P0014,P0244,TRANSFERRED_FUNDS,T02586
R008587,P0261,P0383,TRANSFERRED_FUNDS,T02587
R008588,P0219,P0240,TRANSFERRED_FUNDS,T02588
R008589,P0217,P0140,TRANSFERRED_FUNDS,T02589
R008590,P0419,P0413,TRANSFERRED_FUNDS,T02590
R008591,P0119,P0279,TRANSFERRED_FUNDS,T02591
R008592,P0125,P0229,TRANSFERRED_FUNDS,T02592
R008593,P0029,P0383,TRANSFERRED_FUNDS,T02593
R008594,P0276,P0090,TRANSFERRED_FUNDS,T02594
R008595,P0454,P0381,TRANSFERRED_FUNDS,T02595
R008596,P0309,P0492,TRANSFERRED_FUNDS,T02596
R008597,P0071,P0139,TRANSFERRED_FUNDS,T02597
R008598,P0349,P0341,TRANSFERRED_FUNDS,T02598
R008599,P0488,P0188,TRANSFERRED_FUNDS,T02599
R008600,P0087,P0353,TRANSFERRED_FUNDS,T02600
R008601,P0279,P0062,TRANSFERRED_FUNDS,T02601
R008602,P0473,P0398,TRANSFERRED_FUNDS,T02602
R008603,P0340,P0212,TRANSFERRED_FUNDS,T02603
R008604,P0256,P0426,TRANSFERRED_FUNDS,T02604
R008605,P0130,P0460,TRANSFERRED_FUNDS,T02605
R008606,P0423,P0487,TRANSFERRED_FUNDS,T02606
R008607,P0309,P0494,TRANSFERRED_FUNDS,T02607
R008608,P0119,P0430,TRANSFERRED_FUNDS,T02608
R008609,P0213,P0410,TRANSFERRED_FUNDS,T02609
R008610,P0345,P0022,TRANSFERRED_FUNDS,T02610
R008611,P0199,P0412,TRANSFERRED_FUNDS,T02611
R008612,P0372,P0411,TRANSFERRED_FUNDS,T02612
R008613,P0485,P0144,TRANSFERRED_FUNDS,T02613
R008614,P0191,P0263,TRANSFERRED_FUNDS,T02614
R008615,P0414,P0007,TRANSFERRED_FUNDS,T02615
R008616,P0285,P0348,TRANSFERRED_FUNDS,T02616
R008617,P0244,P0070,TRANSFERRED_FUNDS,T02617
R008618,P0096,P0356,TRANSFERRED_FUNDS,T02618
R008619,P0430,P0096,TRANSFERRED_FUNDS,T02619
R008620,P0311,P0080,TRANSFERRED_FUNDS,T02620
R008621,P0057,P0382,TRANSFERRED_FUNDS,T02621
R008622,P0282,P0400,TRANSFERRED_FUNDS,T02622
R008623,P0476,P0438,TRANSFERRED_FUNDS,T02623
R008624,P0223,P0500,TRANSFERRED_FUNDS,T02624
R008625,P0327,P0158,TRANSFERRED_FUNDS,T02625
R008626,P0333,P0320,TRANSFERRED_FUNDS,T02626
R008627,P0318,P0002,TRANSFERRED_FUNDS,T02627
R008628,P0340,P0323,TRANSFERRED_FUNDS,T02628
R008629,P0339,P0365,TRANSFERRED_FUNDS,T02629
R008630,P0074,P0097,TRANSFERRED_FUNDS,T02630
R008631,P0089,P0038,TRANSFERRED_FUNDS,T02631
R008632,P0452,P0479,TRANSFERRED_FUNDS,T02632
R008633,P0023,P0492,TRANSFERRED_FUNDS,T02633
R008634,P0447,P0072,TRANSFERRED_FUNDS,T02634
R008635,P0184,P0121,TRANSFERRED_FUNDS,T02635
R008636,P0022,P0278,TRANSFERRED_FUNDS,T02636
R008637,P0184,P0197,TRANSFERRED_FUNDS,T02637
R008638,P0271,P0016,TRANSFERRED_FUNDS,T02638
R008639,P0037,P0435,TRANSFERRED_FUNDS,T02639
R008640,P0443,P0048,TRANSFERRED_FUNDS,T02640
R008641,P0093,P0135,TRANSFERRED_FUNDS,T02641
R008642,P0460,P0290,TRANSFERRED_FUNDS,T02642
R008643,P0464,P0250,TRANSFERRED_FUNDS,T02643
R008644,P0405,P0201,TRANSFERRED_FUNDS,T02644
R008645,P0377,P0207,TRANSFERRED_FUNDS,T02645
R008646,P0220,P0399,TRANSFERRED_FUNDS,T02646
R008647,P0486,P0471,TRANSFERRED_FUNDS,T02647
R008648,P0011,P0123,TRANSFERRED_FUNDS,T02648
R008649,P0353,P0157,TRANSFERRED_FUNDS,T02649
R008650,P0422,P0496,TRANSFERRED_FUNDS,T02650
R008651,P0238,P0402,TRANSFERRED_FUNDS,T02651
R008652,P0345,P0179,TRANSFERRED_FUNDS,T02652
R008653,P0469,P0046,TRANSFERRED_FUNDS,T02653
R008654,P0399,P0393,TRANSFERRED_FUNDS,T02654
R008655,P0196,P0275,TRANSFERRED_FUNDS,T02655
R008656,P0204,P0396,TRANSFERRED_FUNDS,T02656
R008657,P0439,P0481,TRANSFERRED_FUNDS,T02657
R008658,P0366,P0259,TRANSFERRED_FUNDS,T02658
R008659,P0003,P0479,TRANSFERRED_FUNDS,T02659
R008660,P0057,P0109,TRANSFERRED_FUNDS,T02660
R008661,P0230,P0262,TRANSFERRED_FUNDS,T02661
R008662,P0050,P0009,TRANSFERRED_FUNDS,T02662
R008663,P0416,P0092,TRANSFERRED_FUNDS,T02663
R008664,P0167,P0434,TRANSFERRED_FUNDS,T02664
R008665,P0219,P0400,TRANSFERRED_FUNDS,T02665
R008666,P0073,P0446,TRANSFERRED_FUNDS,T02666
R008667,P0138,P0169,TRANSFERRED_FUNDS,T02667
R008668,P0142,P0061,TRANSFERRED_FUNDS,T02668
R008669,P0189,P0237,TRANSFERRED_FUNDS,T02669
R008670,P0041,P0022,TRANSFERRED_FUNDS,T02670
R008671,P0455,P0180,TRANSFERRED_FUNDS,T02671
R008672,P0272,P0460,TRANSFERRED_FUNDS,T02672
R008673,P0375,P0138,TRANSFERRED_FUNDS,T02673
R008674,P0320,P0111,TRANSFERRED_FUNDS,T02674
R008675,P0341,P0296,TRANSFERRED_FUNDS,T02675
R008676,P0066,P0203,TRANSFERRED_FUNDS,T02676
R008677,P0492,P0164,TRANSFERRED_FUNDS,T02677
R008678,P0347,P0270,TRANSFERRED_FUNDS,T02678
R008679,P0258,P0247,TRANSFERRED_FUNDS,T02679
R008680,P0236,P0169,TRANSFERRED_FUNDS,T02680
R008681,P0057,P0261,TRANSFERRED_FUNDS,T02681
R008682,P0283,P0070,TRANSFERRED_FUNDS,T02682
R008683,P0341,P0380,TRANSFERRED_FUNDS,T02683
R008684,P0199,P0275,TRANSFERRED_FUNDS,T02684
R008685,P0342,P0102,TRANSFERRED_FUNDS,T02685
R008686,P0188,P0367,TRANSFERRED_FUNDS,T02686
R008687,P0282,P0482,TRANSFERRED_FUNDS,T02687
R008688,P0116,P0083,TRANSFERRED_FUNDS,T02688
R008689,P0166,P0233,TRANSFERRED_FUNDS,T02689
R008690,P0442,P0415,TRANSFERRED_FUNDS,T02690
R008691,P0431,P0446,TRANSFERRED_FUNDS,T02691
R008692,P0035,P0025,TRANSFERRED_FUNDS,T02692
R008693,P0206,P0023,TRANSFERRED_FUNDS,T02693
R008694,P0424,P0290,TRANSFERRED_FUNDS,T02694
R008695,P0243,P0296,TRANSFERRED_FUNDS,T02695
R008696,P0020,P0274,TRANSFERRED_FUNDS,T02696
R008697,P0332,P0247,TRANSFERRED_FUNDS,T02697
R008698,P0435,P0397,TRANSFERRED_FUNDS,T02698
R008699,P0012,P0154,TRANSFERRED_FUNDS,T02699
R008700,P0316,P0421,TRANSFERRED_FUNDS,T02700
R008701,P0497,P0185,TRANSFERRED_FUNDS,T02701
R008702,P0044,P0420,TRANSFERRED_FUNDS,T02702
R008703,P0067,P0443,TRANSFERRED_FUNDS,T02703
R008704,P0247,P0161,TRANSFERRED_FUNDS,T02704
R008705,P0185,P0288,TRANSFERRED_FUNDS,T02705
R008706,P0253,P0165,TRANSFERRED_FUNDS,T02706
R008707,P0194,P0102,TRANSFERRED_FUNDS,T02707
R008708,P0443,P0484,TRANSFERRED_FUNDS,T02708
R008709,P0303,P0209,TRANSFERRED_FUNDS,T02709
R008710,P0207,P0062,TRANSFERRED_FUNDS,T02710
R008711,P0203,P0280,TRANSFERRED_FUNDS,T02711
R008712,P0462,P0163,TRANSFERRED_FUNDS,T02712
R008713,P0492,P0196,TRANSFERRED_FUNDS,T02713
R008714,P0087,P0089,TRANSFERRED_FUNDS,T02714
R008715,P0457,P0390,TRANSFERRED_FUNDS,T02715
R008716,P0271,P0397,TRANSFERRED_FUNDS,T02716
R008717,P0102,P0410,TRANSFERRED_FUNDS,T02717
R008718,P0340,P0360,TRANSFERRED_FUNDS,T02718
R008719,P0321,P0489,TRANSFERRED_FUNDS,T02719
R008720,P0149,P0316,TRANSFERRED_FUNDS,T02720
R008721,P0260,P0266,TRANSFERRED_FUNDS,T02721
R008722,P0149,P0286,TRANSFERRED_FUNDS,T02722
R008723,P0427,P0387,TRANSFERRED_FUNDS,T02723
R008724,P0084,P0480,TRANSFERRED_FUNDS,T02724
R008725,P0260,P0402,TRANSFERRED_FUNDS,T02725
R008726,P0255,P0299,TRANSFERRED_FUNDS,T02726
R008727,P0041,P0481,TRANSFERRED_FUNDS,T02727
R008728,P0243,P0045,TRANSFERRED_FUNDS,T02728
R008729,P0049,P0062,TRANSFERRED_FUNDS,T02729
R008730,P0023,P0090,TRANSFERRED_FUNDS,T02730
R008731,P0224,P0034,TRANSFERRED_FUNDS,T02731
R008732,P0233,P0388,TRANSFERRED_FUNDS,T02732
R008733,P0321,P0315,TRANSFERRED_FUNDS,T02733
R008734,P0328,P0271,TRANSFERRED_FUNDS,T02734
R008735,P0015,P0385,TRANSFERRED_FUNDS,T02735
R008736,P0117,P0123,TRANSFERRED_FUNDS,T02736
R008737,P0327,P0087,TRANSFERRED_FUNDS,T02737
R008738,P0302,P0010,TRANSFERRED_FUNDS,T02738
R008739,P0048,P0373,TRANSFERRED_FUNDS,T02739
R008740,P0293,P0083,TRANSFERRED_FUNDS,T02740
R008741,P0326,P0286,TRANSFERRED_FUNDS,T02741
R008742,P0239,P0394,TRANSFERRED_FUNDS,T02742
R008743,P0148,P0128,TRANSFERRED_FUNDS,T02743
R008744,P0487,P0148,TRANSFERRED_FUNDS,T02744
R008745,P0266,P0375,TRANSFERRED_FUNDS,T02745
R008746,P0294,P0456,TRANSFERRED_FUNDS,T02746
R008747,P0326,P0280,TRANSFERRED_FUNDS,T02747
R008748,P0484,P0169,TRANSFERRED_FUNDS,T02748
R008749,P0453,P0023,TRANSFERRED_FUNDS,T02749
R008750,P0237,P0380,TRANSFERRED_FUNDS,T02750
R008751,P0358,P0345,TRANSFERRED_FUNDS,T02751
R008752,P0404,P0115,TRANSFERRED_FUNDS,T02752
R008753,P0432,P0382,TRANSFERRED_FUNDS,T02753
R008754,P0063,P0291,TRANSFERRED_FUNDS,T02754
R008755,P0412,P0399,TRANSFERRED_FUNDS,T02755
R008756,P0070,P0194,TRANSFERRED_FUNDS,T02756
R008757,P0316,P0298,TRANSFERRED_FUNDS,T02757
R008758,P0434,P0294,TRANSFERRED_FUNDS,T02758
R008759,P0235,P0446,TRANSFERRED_FUNDS,T02759
R008760,P0346,P0430,TRANSFERRED_FUNDS,T02760
R008761,P0182,P0234,TRANSFERRED_FUNDS,T02761
R008762,P0218,P0191,TRANSFERRED_FUNDS,T02762
R008763,P0489,P0164,TRANSFERRED_FUNDS,T02763
R008764,P0247,P0110,TRANSFERRED_FUNDS,T02764
R008765,P0163,P0018,TRANSFERRED_FUNDS,T02765
R008766,P0099,P0336,TRANSFERRED_FUNDS,T02766
R008767,P0121,P0429,TRANSFERRED_FUNDS,T02767
R008768,P0143,P0240,TRANSFERRED_FUNDS,T02768
R008769,P0475,P0341,TRANSFERRED_FUNDS,T02769
R008770,P0288,P0257,TRANSFERRED_FUNDS,T02770
R008771,P0230,P0027,TRANSFERRED_FUNDS,T02771
R008772,P0420,P0279,TRANSFERRED_FUNDS,T02772
R008773,P0002,P0381,TRANSFERRED_FUNDS,T02773
R008774,P0499,P0236,TRANSFERRED_FUNDS,T02774
R008775,P0128,P0112,TRANSFERRED_FUNDS,T02775
R008776,P0264,P0409,TRANSFERRED_FUNDS,T02776
R008777,P0299,P0086,TRANSFERRED_FUNDS,T02777
R008778,P0398,P0347,TRANSFERRED_FUNDS,T02778
R008779,P0419,P0178,TRANSFERRED_FUNDS,T02779
R008780,P0204,P0317,TRANSFERRED_FUNDS,T02780
R008781,P0268,P0276,TRANSFERRED_FUNDS,T02781
R008782,P0017,P0225,TRANSFERRED_FUNDS,T02782
R008783,P0345,P0308,TRANSFERRED_FUNDS,T02783
R008784,P0097,P0351,TRANSFERRED_FUNDS,T02784
R008785,P0145,P0116,TRANSFERRED_FUNDS,T02785
R008786,P0041,P0289,TRANSFERRED_FUNDS,T02786
R008787,P0002,P0327,TRANSFERRED_FUNDS,T02787
R008788,P0204,P0250,TRANSFERRED_FUNDS,T02788
R008789,P0226,P0387,TRANSFERRED_FUNDS,T02789
R008790,P0271,P0324,TRANSFERRED_FUNDS,T02790
R008791,P0194,P0123,TRANSFERRED_FUNDS,T02791
R008792,P0192,P0426,TRANSFERRED_FUNDS,T02792
R008793,P0054,P0214,TRANSFERRED_FUNDS,T02793
R008794,P0400,P0356,TRANSFERRED_FUNDS,T02794
R008795,P0137,P0006,TRANSFERRED_FUNDS,T02795
R008796,P0341,P0253,TRANSFERRED_FUNDS,T02796
R008797,P0127,P0074,TRANSFERRED_FUNDS,T02797
R008798,P0218,P0230,TRANSFERRED_FUNDS,T02798
R008799,P0444,P0318,TRANSFERRED_FUNDS,T02799
R008800,P0061,P0238,TRANSFERRED_FUNDS,T02800
R008801,P0403,P0171,TRANSFERRED_FUNDS,T02801
R008802,P0244,P0415,TRANSFERRED_FUNDS,T02802
R008803,P0282,P0479,TRANSFERRED_FUNDS,T02803
R008804,P0041,P0125,TRANSFERRED_FUNDS,T02804
R008805,P0332,P0204,TRANSFERRED_FUNDS,T02805
R008806,P0098,P0471,TRANSFERRED_FUNDS,T02806
R008807,P0445,P0473,TRANSFERRED_FUNDS,T02807
R008808,P0152,P0047,TRANSFERRED_FUNDS,T02808
R008809,P0467,P0046,TRANSFERRED_FUNDS,T02809
R008810,P0187,P0154,TRANSFERRED_FUNDS,T02810
R008811,P0491,P0127,TRANSFERRED_FUNDS,T02811
R008812,P0301,P0039,TRANSFERRED_FUNDS,T02812
R008813,P0382,P0318,TRANSFERRED_FUNDS,T02813
R008814,P0211,P0208,TRANSFERRED_FUNDS,T02814
R008815,P0101,P0196,TRANSFERRED_FUNDS,T02815
R008816,P0211,P0367,TRANSFERRED_FUNDS,T02816
R008817,P0171,P0010,TRANSFERRED_FUNDS,T02817
R008818,P0135,P0107,TRANSFERRED_FUNDS,T02818
R008819,P0434,P0334,TRANSFERRED_FUNDS,T02819
R008820,P0045,P0212,TRANSFERRED_FUNDS,T02820
R008821,P0133,P0237,TRANSFERRED_FUNDS,T02821
R008822,P0334,P0223,TRANSFERRED_FUNDS,T02822
R008823,P0400,P0348,TRANSFERRED_FUNDS,T02823
R008824,P0321,P0051,TRANSFERRED_FUNDS,T02824
R008825,P0159,P0408,TRANSFERRED_FUNDS,T02825
R008826,P0486,P0439,TRANSFERRED_FUNDS,T02826
R008827,P0141,P0395,TRANSFERRED_FUNDS,T02827
R008828,P0111,P0178,TRANSFERRED_FUNDS,T02828
R008829,P0343,P0136,TRANSFERRED_FUNDS,T02829
R008830,P0388,P0039,TRANSFERRED_FUNDS,T02830
R008831,P0481,P0107,TRANSFERRED_FUNDS,T02831
R008832,P0132,P0327,TRANSFERRED_FUNDS,T02832
R008833,P0400,P0463,TRANSFERRED_FUNDS,T02833
R008834,P0044,P0026,TRANSFERRED_FUNDS,T02834
R008835,P0336,P0299,TRANSFERRED_FUNDS,T02835
R008836,P0220,P0393,TRANSFERRED_FUNDS,T02836
R008837,P0495,P0265,TRANSFERRED_FUNDS,T02837
R008838,P0365,P0014,TRANSFERRED_FUNDS,T02838
R008839,P0332,P0009,TRANSFERRED_FUNDS,T02839
R008840,P0049,P0197,TRANSFERRED_FUNDS,T02840
R008841,P0347,P0377,TRANSFERRED_FUNDS,T02841
R008842,P0419,P0487,TRANSFERRED_FUNDS,T02842
R008843,P0299,P0113,TRANSFERRED_FUNDS,T02843
R008844,P0220,P0185,TRANSFERRED_FUNDS,T02844
R008845,P0057,P0356,TRANSFERRED_FUNDS,T02845
R008846,P0294,P0381,TRANSFERRED_FUNDS,T02846
R008847,P0394,P0381,TRANSFERRED_FUNDS,T02847
